Username,Komentar,Likes,Waktu
@mkultra85,"For me the major dealbreaker on android is the performance inconsistency. The first year of use is a breeze, but after that it gets clunkyer and clunkyer and the loading time for apps to open or to take a photo or whatever gets bigger and bigger.",0,2024-03-13T07:20:13Z
@ledstripstudiobulgaria3063,"we are slaves to Apple products! Their phones are the most monitored, all the data is in their servers, even photos, they ask for money per month for everything, the only thing that attracts us is a fast simplified menu! Android and window operating system are much more reliable! Apple system is their server store all user data! This makes me hate and reject them!",0,2024-03-12T18:48:33Z
@fabulouslucian,"In Europe it totally different situation.  Well all use android tv,phone,buds,apps,refrigerators,washing machines etc.",0,2024-03-12T15:26:56Z
@avinandanchowdhury3502,I don't agree with the ease of use points given to iPhone. I think Android is easy to use than ios. Many elders feel it easier to use android than ios's complicated ui.,0,2024-03-12T15:19:00Z
@SchotteJ,The Samsung S24 is getting 7 years of updates.,0,2024-03-12T14:55:39Z
@mustapha5th,Marques please can i get a phone and a laptop 😢😢😢😢,0,2024-03-12T14:47:17Z
@SteamDeckUnlocked,iPhone 25 pro max is my first iPhone but dam I can’t even set my custom ringtone easily,0,2024-03-11T18:28:36Z
@jaidityasingh4601,just wondering which is a more secure phone ?,0,2024-03-11T16:35:00Z
@mr.fresherthen_u4203,LETS GOOOO APPLE ALWAYS #1 SUUCK IT ANDRIOD USERS LOL 😂🫵🏾,1,2024-03-11T10:43:49Z
@AStealthyFox,On Android; I have two diffent stores though. If I want I can check the Google play store. N since I have a Samsung; I have the option of checking the Galaxy Store as well.😅 Obliviously not every Android is gonna have the Galaxy Store but I feel like that point should've gone to Android.,0,2024-03-11T05:43:35Z
@user-lynKx,ease of use just immediately makes me think of my mom which is really funny,0,2024-03-11T03:34:14Z
@ProfessorSaibertin,"A very nice video, thx!",0,2024-03-10T21:41:33Z
@BhopendNaik,EASE OF USE must go to ANDROID not the iOS. You got it absolutely wrong,0,2024-03-10T20:41:17Z
@simpleguy012,I love that this Youtube channel is the most unbiased opinion I’ve seen!,0,2024-03-10T19:20:42Z
@CharlesDavis-r3z,"You are near brilliant I think. So, so, so smart, intelligent. I enjoy so much your analyses of electronics and cars. Best wishes to you always.",0,2024-03-10T04:55:14Z
@marcuswoodgate4026,"I honestly don’t see what all the fuss is about with iMessage? It’s literally just a normal text message with blue and green bubbles depending on what phones you’ve got! Seems slightly childish to me, sparking a debate over something that really not relevant all started by Apple.",0,2024-03-10T02:42:25Z
@robinspanier7017,"the cut apple takes from many big companies like audible is a huge issue for me.
i dont realy feel like spending 30% extra for the same experience only because they lock me out of an alternative.. 
taking a cut on a software platform is simply outdated IMO.
its a solved game with the playstore.",1,2024-03-09T16:11:30Z
@MTScotty,personally i think android is better but i prefer iphone but i wouldnt use a mac,0,2024-03-09T06:28:32Z
@Cortney-Mckay,"For pricing follow this: Cost of the phone / number of years of security updates. Then factor in build quality, repairability cost, etc.",0,2024-03-08T00:09:45Z
@mido_mayadoo,11:18  we aint gonna talk about the ipad like you literaly came up with a foldable which is AN EXPERIMENTAL PHONE,0,2024-03-07T21:37:02Z
@mido_mayadoo,9:00 aged really welll now Samsung has 7 years,0,2024-03-07T21:33:18Z
@mido_mayadoo,"4:03 focus mode 😂😂😂😂
I have this on my Android",0,2024-03-07T21:22:17Z
@c.mert265,From the point of view in 2024 March Androids such as Samsung and Pixel are ahead with their AI integration. Maybe you should add this category too next time.,0,2024-03-07T17:06:55Z
@astronomylover-1,"The switch from Android to iOS is not fun, it's pretty painful.

But switching from iOS to Android is so much fun.",0,2024-03-06T22:40:00Z
@skillful89,Ecosystem as a win for the iPhone broke me. Apparently its a win to be locked into only using one brand across all devices id you want it to work well...,1,2024-03-06T21:46:33Z
@Jozamendo,Which phone is that at 5:06?,0,2024-03-06T16:50:12Z
@H2Otiger,I have Apple I hate how they don’t have a back button like android and sliding left to right to go back depends on the app. Android have so many options to go back something so simple Apple over complicate.,0,2024-03-06T09:00:27Z
@imhoman8423,all I care about is looks. I spend an embarrassingly long time researching what case fits my phone best. and no I know Im not alone because I remember the nokia 628 with the swappable button background cover? That phone alone brought nokia out of the finnish slums. Nokia 3210? If you had the grey or the blue you were just an outcast. So yeah EVERYBODY buys an iPhone buys it because they look.... better. and I look at each ands every new android phone that comes out and over and over again they look retarded.,0,2024-03-06T07:45:04Z
@cgx11g21,"Google..  what's the best phone in 2024.... ?  
Lately I was under my own gut feeling Apple was literally dying.  But nahh it's still going strong just just baffled as to how and why.",0,2024-03-05T21:42:19Z
@sirright8340,"Android flash is too slow. If you need a fast flash like myself only Apple, which I don't like the design is fast. Why?",0,2024-03-05T16:50:02Z
@winniepeg2020,The most downloaded app on iPhone is Google Search😂,0,2024-03-05T15:59:26Z
@TransnamedAlice,"No, Samsung is the king of software updates *out of the biggest companies*. Fairphone 5, for example, has been promised to be updated until at least 2030.",2,2024-03-05T14:09:34Z
@johnrobson1309,I would've also argued that android typically doesn't charge for apps as much as apple. Just go look for a simple guitar tuner or something that would only cost a couple bucks on iphone would usually be free on Android.,0,2024-03-05T08:09:52Z
@johnrobson1309,I would've argued that android is easier to use because the apps in the drawer are in alphabetical order and I'm not obligated to have more apps than I want on my home screen. This makes opening YouTube while I'm driving easier on Android since my layout is much cleaner.,0,2024-03-05T08:01:19Z
@johnrobson1309,Android features the ability to use or format USB thumb drives or to plug in a mouse or keyboard or an Xbox controller. Basically my iphone 13 doesn't even recognize my mouse or thumb drives.,0,2024-03-05T07:54:53Z
@Sn00pzor,"Switched from android to iOS 2 weeks ago and as a speaker of English and Swedish the iPhone should be an automatic no, the  keyboard will only write Swedish or English never both which android can effortlessly switch between Swedish or English words",0,2024-03-04T08:34:31Z
@ReaperOfSouls-x5j,W,0,2024-03-03T21:06:38Z
@12post,Ecosystem is number 1 for me.,0,2024-03-03T04:03:41Z
@mctrevors7852,Variety...🤷🏽‍♂️,0,2024-03-02T18:45:41Z
@jrgonzalez3845,"Ah yes, the age old youtuber non-answer answer. Some things never change.",10,2024-03-02T06:11:01Z
@jrgonzalez3845,Apps going to the iphone is bullshit,1,2024-03-02T05:12:45Z
@bigpapa6933,yo is that plant floating ?,1,2024-03-01T18:49:49Z
@Gugalmi,Never trust a guy talking about Android while wearing an apple watch,5,2024-03-01T18:35:41Z
@Kwerkeeeee,"iPhone: is a good phone 
Android: Super computer in your pocket",9,2024-03-01T17:33:18Z
@dameanvil,"- [00:40] 🔧 Customization on Android surpasses iOS due to its flexibility and range of options, despite recent improvements in iOS.
- [02:54] 🎛 Android edges out iOS in features due to its plethora of tweakable OS-level features and hardware options.
- [05:45] 🤹‍♂ iOS excels in ease of use, with a user-friendly interface and seamless experience, particularly appealing to non-tech enthusiasts.
- [08:00] 🔄 Apple's strong support and updates give it an edge over Android, ensuring longevity and the latest features for older devices.
- [09:26] 📱 iPhone has a slight advantage in app quality and updates, with developers often prioritizing iOS for efficiency and optimization.
- [11:47] 🎉 Android offers more excitement and innovation with a wider variety of devices and features, while iPhone often catches up with existing Android features.
- [14:11] 🌐 Apple's ecosystem, bolstered by services like iMessage and FaceTime, holds a slight edge over Android's ecosystem, although Samsung's ecosystem is robust and comparable.",1,2024-03-01T13:39:35Z
